id,label,kind,degree,roles
spell_spike_growth,Spike Growth,spell,2,
spell_spike_stones,Spike Stones,spell,1,
spell_spiritual_hammer,Spiritual Hammer,spell,2,
spell_spook,Spook,spell,2,
spell_starshine,Starshine,spell,1,
spell_statue,Statue,spell,1,
spell_sticks_to_snakes,Sticks to Snakes,spell,1,
spell_stinking_cloud,Stinking Cloud,spell,4,
spell_stone_tell,Stone Tell,spell,0,
spell_strength,Strength,spell,1,
spell_suggestion,Suggestion,spell,7,
spell_sunray,Sunray,spell,5,
spell_symbol,Symbol,spell,2,
spell_taunt,Itching,spell,14,
spell_teleport_without_error,Teleport Without Error,spell,2,
spell_tensers_floating_disc,Tenser's Floating Disc,spell,2,logistical_burden
spell_tongues,Tongues,spell,0,
spell_torment,Torment,spell,3,
spell_transmute_water_dust,Transmute Water To Dust,spell,1,
spell_trap_the_soul,Trap the Soul,spell,1,
spell_true_seeing,True Seeing,spell,0,
spell_truename,Truename,spell,3,
spell_unseen_servant,Unseen Servant,spell,1,
spell_wall_of_fire,Wall of Fire,spell,1,
spell_wall_of_force,Wall of Force,spell,2,
spell_wall_of_iron,Wall of Iron,spell,4,
spell_wall_of_stone,Wall of Stone,spell,4,
spell_water_breathing,Water Breathing,spell,1,
spell_web,Web,spell,1,
spell_weird,Weird,spell,3,
spell_whip,Whip,spell,4,
spell_wind_walk,Wind Walk,spell,1,
spell_wind_wall,Wind Wall,spell,1,
spell_wish,Wish,spell,12,override_source
spell_wizard_lock,Wizard Lock,spell,4,
spell_word_of_recall,Word of Recall,spell,1,
spell_wraithform,Wraithform,spell,9,
spell_write,Write,spell,2,
str_bend_bars,Bend Bars/Lift Gates,str,8,
str_open_doors,Open Doors,str,7,time_sink
sword_alignment,Sword Alignment,sword,4,
sword_communication,Sword Communication,sword,1,
sword_ego_vs_personality,Intelligence and Ego,sword,8,aggregator
sword_extraordinary_power,Extraordinary Power,sword,1,
sword_intelligence,Sword Intelligence,sword,6,gatekeeper
sword_personality_conflict,Personality Conflict,sword,4,wealth_sink
sword_primary_abilities,Primary Abilities,sword,6,
sys_ability_scores,Ability Scores,sys,25,accumulator|tuning_point
sys_alignment,Alignment,sys,120,aggregator|gated_privilege|gatekeeper|modifier_source|trigger_source|tuning_point
sys_armor,Armor,sys,42,boundary_marker|gated_privilege|logistical_burden|modifier_source|wealth_sink
sys_classes,Character Class,sys,62,boundary_marker|gated_privilege|gatekeeper|modifier_source|resolution_machinery
sys_combat,Combat,sys,5,
sys_equipment,Equipment,sys,61,aggregator|boundary_marker|consumer|gated_privilege|logistical_burden|wealth_sink
sys_experience,Experience Points,sys,19,boundary_marker|tuning_point
sys_psionics,Psionics,sys,29,accumulator|resolution_machinery
sys_treasure,Treasure,sys,30,advancement_currency|aggregator|logistical_burden|resource|sink
tbl_adjust_occurrence,Adjustments to Occurrence and Severity,tbl,7,tuning_point
tbl_age_categories,Age Categories Table,tbl,21,modifier_source|resolution_machinery
tbl_armor_damage_lycan,Armor Damage to Lycanthropes,tbl,6,
tbl_armorer_skill,Armorer Skill Level,tbl,4,
tbl_assassin_spying,Assassin Spying Table,tbl,6,
tbl_assassination,Assassination Table,tbl,6,
tbl_cavaliers_i,Cavaliers Table I,tbl,3,
tbl_chance_disease,Chance of Contracting Disease,tbl,10,tuning_point
tbl_chance_parasite,Chance of Parasitic Infestation,tbl,4,
tbl_char_age_human,Human Character Age Table,tbl,3,
tbl_char_age_nonhuman,Non-Human Character Age Table,tbl,5,
tbl_conjured_animals,Conjured Animals Table,tbl,2,resolution_machinery
tbl_construction_defense,Construction Defensive Values,tbl,2,
tbl_disease_disorder,Disease (or Disorder) Table,tbl,5,
tbl_fighters_i,Fighters Table I,tbl,1,
tbl_followers_assassin,Assassins Followers Table,tbl,5,
tbl_followers_cleric,Clerics Followers Table,tbl,3,
tbl_followers_fighter,Fighters Followers Table,tbl,2,
tbl_followers_ranger,Rangers Followers Table,tbl,9,
tbl_followers_thief,Thieves Followers Table,tbl,6,
tbl_gem_value,Base Value of Gems,tbl,19,advancement_currency|resource|sink|tuning_point
tbl_gemcutter_skill,Gemcutter Skill Level,tbl,7,
tbl_height_weight,Height and Weight Tables,tbl,16,logistical_burden
tbl_humanoid_preferences,Humanoid Racial Preferences Table,tbl,1,
tbl_info_discovery,Information Discovery Time and Cost,tbl,11,consumer|time_sink|wealth_sink
tbl_lycanthropy_change,Lycanthropy Change Table,tbl,20,gated_privilege|triggered_procedure
tbl_magical_aging,Magical Aging Causes,tbl,4,
tbl_major_benign,Major Benign Powers,tbl,1,
tbl_major_malevolent,Major Malevolent Effects,tbl,7,trigger_source
tbl_max_char_age,Maximum Character Age Table,tbl,6,
tbl_mercenary_types,Mercenary Troop Type,tbl,3,
tbl_minor_benign,Minor Benign Powers,tbl,6,
tbl_minor_malevolent,Minor Malevolent Effects,tbl,16,modifier_source
tbl_monster_listing,Alphabetical Monster Listing,tbl,4,advancement_currency
tbl_morale_failure,Morale Failure,tbl,4,
tbl_npc_magic_items,Chance Per Level For Magic Item,tbl,11,
tbl_parasite,Parasitic Infestation Table,tbl,9,
tbl_poisons,Poisons Table,tbl,8,consumer|wealth_sink
tbl_prime_powers,Prime Powers,tbl,14,trigger_source
tbl_race_maximums,Racial Ability Maximums,tbl,4,
tbl_race_minimums,Ability Score Minimums,tbl,2,
tbl_racial_preferences,Racial Preferences Table,tbl,10,
tbl_rangers_i,Rangers Table I,tbl,1,
tbl_sage_fields,Sage Fields of Study,tbl,12,gated_privilege
tbl_sage_special_categories,Special Knowledge Categories,tbl,12,gatekeeper
tbl_secondary_skills,Secondary Skills Table,tbl,4,
tbl_side_effects,Side Effects,tbl,7,
tbl_spy_failure,Spy Failure Table,tbl,9,
tbl_summoned_monsters,Summoned Monsters Table,tbl,2,resolution_machinery
tbl_traps,Trap List,tbl,16,resolution_machinery|trigger_source
tbl_treasure_map,Map Table,tbl,10,aggregator
tbl_wall_climbing,Wall Climbing Table,tbl,5,
thief_backstab,Back Stab,thief,10,
thief_climb_walls,Climb Walls,thief,8,
thief_find_remove_traps,Find/Remove Traps,thief,12,
thief_hear_noise,Hear Noise,thief,4,
thief_hide_in_shadows,Hide in Shadows,thief,8,
thief_move_silently,Move Silently,thief,10,
thief_open_locks,Open Locks,thief,10,
thief_pick_pockets,Pick Pockets,thief,8,
thief_read_languages,Read Languages,thief,10,
thief_read_scrolls,Use Scrolls,thief,4,
thief_skills,Thief Skills,thief,22,accumulator|gated_privilege|tuning_point
time_segment_round_turn,Round and Segment,time,24,resource|sink
training,Training,training,14,consumer|time_sink|wealth_sink
turn_undead,Turning Undead,turn,27,trigger_source|triggered_procedure
weapon_awl_pike,Awl Pike,weapon,1,
weapon_lance,Lance,weapon,2,
weapon_spear,Spear,weapon,1,
wpn_length,Weapon Length,wpn,8,
wpn_range,Weapon Range,wpn,11,
wpn_space_required,Space Required,wpn,1,
wpn_speed_factor,Weapon Speed Factor,wpn,8,
wpn_stats,Weapon Statistics,wpn,23,boundary_marker
wpn_type_vs_ac,Armor Class Adjustment,wpn,5,
wpn_weight,Weapon Weight,wpn,1,logistical_burden
xp_assassination,Assassination Experience,xp,6,
xp_magic_items,Experience Value of Magic Items,xp,11,aggregator
xp_monster,Experience Point Value of Monsters,xp,12,advancement_currency|aggregator
xp_treasure,Experience for Treasure,xp,14,aggregator|tuning_point
