id,label,kind,degree,core_degree,in_degree,out_degree,roles
rule_dweomercraeft,Dweomercraeft,rule,1,1,1,0,
rule_medicine,Medicine,rule,1,1,1,0,
rule_sage_cooldown,Sage Unavailability,rule,1,1,1,0,
rule_sage_study_period,Sage Study Period,rule,1,1,0,1,
rule_related_questions,Related Questions,rule,1,1,0,1,
rule_cryptography,Codes and Ciphers,rule,1,1,1,0,
rule_foraging,Finding Food,rule,1,0,1,0,
rule_repair,Small Repairs,rule,1,0,1,0,
rule_crude_construction,Crude Construction,rule,1,0,1,0,
rule_family_line,Family Line,rule,1,1,0,1,
rule_physical_power,Physical Power Endurance and Stamina,rule,1,1,1,0,
rule_willpower,Willpower and Judgment,rule,1,1,1,0,
rule_health,Physique Health and Fitness,rule,1,1,1,0,
rule_persuasiveness,Persuasiveness and Magnetism,rule,1,1,1,0,
monster_animal,Animals,monster,1,1,1,0,
rule_holy_place,Monastery or Abbey,rule,1,1,0,1,
spell_animal_summoning,Animal Summoning,spell,1,1,0,1,
monster_werebear,Werebear,monster,1,1,0,1,
monster_weretiger,Weretiger,monster,1,1,0,1,
monster_werewolf,Werewolf,monster,1,1,0,1,
rule_control,Control by Another Entity,rule,1,1,0,1,
rule_spy_leadership,Spy Becomes a Leader,rule,1,1,0,1,
rule_false_information,False Information,rule,1,1,1,0,
rule_poison_study,Studied Poisoning,rule,1,1,0,1,
rule_mobility,Mobility,rule,1,1,1,0,
rule_siege,Siege Operations,rule,1,1,1,0,
rule_coercion,Forced Offer,rule,1,1,0,1,
spell_obscurement,Obscurement,spell,1,1,1,0,
spell_web,Web,spell,1,1,0,1,
rule_air_supply,Air Consumption,rule,1,1,1,0,
spell_unseen_servant,Unseen Servant,spell,1,1,0,1,
rule_lock_complexity,Lock Complexity,rule,1,1,0,1,
rule_magical_trap,Magical Traps,rule,1,1,1,0,
rule_wall_surface,Wall Surface,rule,1,1,0,1,
rule_surface_condition,Surface Condition,rule,1,1,0,1,
rule_enlistment_type,Type of Association,rule,1,1,0,1,
rule_training_status,Training or Status Level,rule,1,1,0,1,
rule_discipline,Discipline and Activity,rule,1,1,0,1,
rule_quarters_support,Quarters and Support,rule,1,1,0,1,
rule_caster_occupied,Caster Occupied,rule,1,1,0,1,
rule_current,Ocean Currents,rule,1,1,0,1,
death_drowning,Drowning,death,1,1,1,0,
rule_map_scale,Map Scale,rule,1,1,0,1,
rule_encumbered_opponent,Encumbered or Off Balance,rule,1,1,0,1,
rule_superior_force,Obviously Superior Force,rule,1,1,0,1,
rule_outnumbered,Outnumbered and Outclassed,rule,1,1,0,1,
spell_wall_of_fire,Wall of Fire,spell,1,1,0,1,
spell_dancing_lights,Dancing Lights,spell,1,1,0,1,
rule_natural_sleep,Naturally Sleeping Opponent,rule,1,1,0,1,
rule_braced,Braced Opponent,rule,1,1,0,1,
spell_mind_blank,Mind Blank,spell,1,1,0,1,
item_mind_bar,Mind Bar,item,1,1,0,1,
item_esp_device,ESP Device,item,1,1,0,1,
spell_feeblemind,Feeblemind,spell,1,1,0,1,
rule_luck,Luck and Sixth Sense,rule,1,1,1,0,
spell_heal,Heal,spell,1,1,0,1,wealth_sink
rule_travel_risk,Travel and Risk,rule,1,1,0,1,
rule_multiple_characters,Multiple Characters per Player,rule,1,1,0,1,
item_delusion_potion,Delusion Potion,item,1,1,1,0,
rule_false_map,False Map,rule,1,1,1,0,
potion_esp,Potion of ESP,potion,1,1,0,1,
potion_flying,Potion of Flying,potion,1,1,0,1,
item_staff,Staff Powers,item,1,1,1,0,
rule_retributive_strike,Retributive Strike,rule,1,1,1,0,
rule_wand_backfire,Wand Backfire,rule,1,1,1,0,
item_bag_devouring,Bag of Devouring,item,1,1,0,1,
rule_mixing_lenses,Mixing Eye Types,rule,1,1,0,1,
spell_commune,Commune,spell,1,1,0,1,
spell_exorcism,Exorcism,spell,1,1,0,1,
item_kuroths_quill,Kuroth's Quill,item,1,1,0,1,
rule_one_way_door,One-Way Egress,rule,1,1,1,0,
spell_speak_with_dead,Speak With Dead,spell,1,1,0,1,
rule_mutation,Mental Mutations,rule,1,0,0,1,
rule_magical_substances,Describing Magical Substances,rule,1,1,0,1,
rule_sponsorship,Sponsorship,rule,1,0,0,1,
rule_dishonor,Dishonor,rule,1,0,1,0,
rule_hospitality,Hospitality,rule,1,0,1,0,
spell_exaction,Exaction,spell,1,0,0,1,
spell_energy_drain,Energy Drain,spell,1,0,0,1,
spell_mordenkainens_disjunction,Mordenkainen's Disjunction,spell,1,0,0,1,
spell_trap_the_soul,Trap the Soul,spell,1,0,0,1,
spell_cure_light_wounds,Curative Spells,spell,1,0,0,1,
spell_ensnarement,Ensnarement,spell,1,0,0,1,
spell_imprisonment,Maze or Cage Spell,spell,1,0,0,1,
item_staff_spear,Staff-Spear,item,1,0,0,1,
item_slippers_kicking,Slippers of Kicking,item,1,0,0,1,
item_buckle_knife,Buckle Knife,item,1,0,0,1,
item_magic_quarterstaff,Magic Quarterstaff,item,1,0,0,1,
item_scimitar_speed,Scimitar of Speed,item,1,0,0,1,
spell_phantom_steed,Phantom Steed,spell,1,0,1,0,
rule_antipathy,Antipathy,rule,1,0,1,0,
spell_cure_blindness,Cure Blindness,spell,1,0,0,1,
rule_request_danger,Hazardous Requests,rule,1,0,0,1,
rule_trap_type,Mechanical or Magical,rule,1,0,0,1,
item_ring_jumping,Ring of Jumping,item,1,0,0,1,
item_periapt_health,Periapt of Health,item,1,0,0,1,
item_periapt_poison,Periapt of Proof Against Poison,item,1,0,0,1,
item_periapt_wound,Periapt of Wound Closure,item,1,0,0,1,
item_phylactery_faithfulness,Phylactery of Faithfulness,item,1,0,1,0,
spell_friends,Friends Spell,spell,1,0,1,0,
spell_invisibility_undead,Invisibility to Undead,spell,1,0,0,1,
spell_detect_life,Detect Life,spell,1,0,0,1,
spell_meld_into_stone,Meld Into Stone,spell,1,0,0,1,
spell_spike_stones,Spike Stones,spell,1,0,0,1,
spell_detect_balance,Detect Balance,spell,1,0,0,1,
spell_slow_poison,Slow Poison,spell,1,0,0,1,
spell_starshine,Starshine,spell,1,0,0,1,
spell_liveoak,Liveoak,spell,1,0,0,1,
spell_transmute_water_dust,Transmute Water To Dust,spell,1,0,0,1,
spell_flame_blade,Flame Blade,spell,1,0,0,1,
spell_alarm,Alarm,spell,1,0,0,1,
spell_grease,Grease,spell,1,0,0,1,
spell_magic_stone,Magic Stone,spell,1,0,0,1,
spell_dust_devil,Dust Devil,spell,1,0,0,1,
spell_wind_wall,Wind Wall,spell,1,0,0,1,
spell_magic_mirror,Magic Mirror,spell,1,0,0,1,
spell_sending,Sending,spell,1,0,0,1,
spell_sequester,Sequester,spell,1,0,0,1,
rule_teleport_error,Teleport Mishap,rule,1,0,1,0,
spell_phantom_wind,Phantom Wind,spell,1,0,0,1,
spell_phantasmagoria,Phantasmagoria,spell,1,0,0,1,
item_oil_impact,Oil of Impact,item,1,0,0,1,
item_oil_acid_resistance,Oil of Acid Resistance,item,1,0,0,1,
item_oil_elemental_invuln,Oil of Elemental Invulnerability,item,1,0,0,1,
item_potion_fire_breath,Potion of Fire Breath,item,1,0,0,1,
rule_stress,Combat or Stealth,rule,1,0,0,1,
item_rod_flailing,Rod of Flailing,item,1,0,0,1,
item_rod_passage,Rod of Passage,item,1,0,0,1,
item_staff_woodlands,Staff of the Woodlands,item,1,0,0,1,
item_wand_force,Wand of Force,item,1,0,0,1,
item_wand_defoliation,Wand of Defoliation,item,1,0,0,1,
item_wand_earth_stone,Wand of Earth and Stone,item,1,0,0,1,
item_wand_flame_extinguishing,Wand of Flame Extinguishing,item,1,0,0,1,
item_wand_steam_vapor,Wand of Steam and Vapor,item,1,0,0,1,
item_bracers_brachiation,Bracers of Brachiation,item,1,0,0,1,
item_cyclocone,Cyclocone,item,1,0,0,1,
item_egg_shattering,Egg of Shattering,item,1,0,0,1,
item_gloves_thievery,Gloves of Thievery,item,1,0,0,1,
item_mantle_celestian,Mantle of Celestian,item,1,0,0,1,
item_pearl_sirines,Pearl of the Sirines,item,1,0,0,1,
item_shadow_lanthorn,Shadow Lanthorn,item,1,0,0,1,
item_spoon_stirring,Spoon of Stirring,item,1,0,0,1,
monster_aerial_servant,Aerial Servant,monster,1,1,0,1,
monster_ant_giant,"Ant, Giant",monster,1,1,0,1,
monster_beholder,Beholder,monster,1,1,0,1,
monster_boar,Boar,monster,1,1,0,1,
monster_chimera,Chimera,monster,1,1,0,1,
monster_crocodile,Crocodile,monster,1,1,0,1,
monster_manes_sub_demon,Manes (Sub-Demon),monster,1,1,0,1,
monster_type_i_vrock,Type I (Vrock),monster,1,1,0,1,
monster_barbed_lesser_devil,Barbed (Lesser Devil),monster,1,1,0,1,
monster_bone_lesser_devil,Bone (Lesser Devil),monster,1,1,0,1,
monster_erinyes_lesser_devil,Erinyes (Lesser Devil),monster,1,1,0,1,
monster_dinichthys,Dinichthys,monster,1,1,0,1,
rule_swallow,Swallow Whole,rule,1,1,1,0,
monster_displacer_beast,Displacer Beast,monster,1,1,0,1,
monster_dog,Dog,monster,1,1,0,1,
monster_doppleganger,Doppleganger,monster,1,1,0,1,
monster_black_dragon_draco_causticus_sputem,Black Dragon (Draco Causticus Sputem),monster,1,1,0,1,
monster_brass_dragon_draco_impudentus_gallus,Brass Dragon (Draco Impudentus Gallus),monster,1,1,0,1,
monster_copper_dragon_draco_comes_stabuli,Copper Dragon (Draco Comes Stabuli),monster,1,1,0,1,
monster_green_dragon_draco_chlorinous_nauseous_respi,Green Dragon (Draco Chlorinous Nauseous Respiratorus),monster,1,1,0,1,
monster_platinum_dragon_bahamut,Platinum Dragon (Bahamut),monster,1,1,0,1,
monster_red_dragon_draco_conflagratio_horriblis,Red Dragon (Draco Conflagratio Horriblis),monster,1,1,0,1,
monster_white_dragon_draco_rigidus_frigidus,White Dragon (Draco Rigidus Frigidus),monster,1,1,0,1,
monster_dryad,Dryad,monster,1,1,0,1,
monster_dwarf,Dwarf,monster,1,1,0,1,
monster_air_elemental,Air Elemental,monster,1,1,0,1,
monster_water_elemental,Water Elemental,monster,1,1,0,1,
monster_elephant,Elephant,monster,1,1,0,1,
monster_elf,Elf,monster,1,1,0,1,
monster_frog_giant,"Frog, Giant",monster,1,1,0,1,
monster_gargoyle,Gargoyle,monster,1,1,0,1,
monster_ghost,Ghost,monster,1,1,0,1,
monster_ghoul,Ghoul,monster,1,1,0,1,
monster_clay_golem,Clay Golem,monster,1,1,0,1,
monster_flesh_golem,Flesh Golem,monster,1,1,0,1,
monster_iron_golem,Iron Golem,monster,1,1,0,1,
monster_stone_golem,Stone Golem,monster,1,1,0,1,
monster_gorgon,Gorgon,monster,1,1,0,1,
monster_green_slime,Green Slime,monster,1,1,0,1,
monster_hell_hound,Hell Hound,monster,1,1,0,1,
monster_homonculous,Homonculous,monster,1,1,0,1,
monster_horse,Horse,monster,1,1,0,1,
monster_imp,Imp,monster,1,1,0,1,
monster_hyena,Hyena,monster,1,1,0,1,
monster_invisible_stalker,Invisible Stalker,monster,1,1,0,1,
monster_jackalwere,Jackalwere,monster,1,1,0,1,
monster_lammasu,Lammasu,monster,1,1,0,1,
monster_lamprey,Lamprey,monster,1,1,0,1,
monster_medusa,Medusa,monster,1,1,0,1,
monster_bandit_brigand,Bandit (Brigand),monster,1,1,0,1,
monster_dervish_nomad,Dervish (Nomad),monster,1,1,0,1,
monster_morkoth,Morkoth,monster,1,1,0,1,
monster_naga,Naga,monster,1,1,0,1,
monster_neo_otyugh,Neo-Otyugh,monster,1,1,0,1,
monster_night_hag,Night Hag,monster,1,1,0,1,
monster_nixie,Nixie,monster,1,1,0,1,
monster_nymph,Nymph,monster,1,1,0,1,
monster_peryton,Peryton,monster,1,1,0,1,
monster_portuguese_man_o_war_giant,"Portuguese Man-O-War, Giant",monster,1,1,0,1,
monster_quasit,Quasit,monster,1,1,0,1,
monster_rakshasa,Rakshasa,monster,1,1,0,1,
monster_ray,Ray,monster,1,1,0,1,
monster_remorhaz,Remorhaz,monster,1,1,0,1,
monster_rhinoceros,Rhinoceros,monster,1,1,0,1,
monster_salamander,Salamander,monster,1,1,0,1,
monster_satyr,Satyr,monster,1,1,0,1,
monster_scorpion_giant,"Scorpion, Giant",monster,1,1,0,1,
monster_sea_hag,Sea Hag,monster,1,1,0,1,
monster_shambling_mound,Shambling Mound,monster,1,1,0,1,
monster_shark,Shark,monster,1,1,0,1,
monster_shedu,Shedu,monster,1,1,0,1,
monster_slithering_tracker,Slithering Tracker,monster,1,1,0,1,
monster_sphinx,Sphinx,monster,1,1,0,1,
monster_spider,Spider,monster,1,1,0,1,
monster_stag,Stag,monster,1,1,0,1,
monster_su_monster,Su-Monster,monster,1,1,0,1,
monster_sylph,Sylph,monster,1,1,0,1,
monster_thought_eater,Thought Eater,monster,1,1,0,1,
monster_tiger,Tiger,monster,1,1,0,1,
monster_toad_giant,"Toad, Giant",monster,1,1,0,1,
monster_troll,Troll,monster,1,1,0,1,
monster_regeneration,Regeneration,monster,1,1,1,0,
monster_turtle,Turtle,monster,1,1,0,1,
monster_unicorn,Unicorn,monster,1,1,0,1,
monster_wasp_giant,"Wasp, Giant",monster,1,1,0,1,
monster_will_o_the_wisp,Will-O-(The)-Wisp,monster,1,1,0,1,
monster_wind_walker,Wind Walker,monster,1,1,0,1,
monster_wolf,Wolf,monster,1,1,0,1,
monster_wolverine,Wolverine,monster,1,1,0,1,
monster_wyvern,Wyvern,monster,1,1,0,1,
monster_zombie,Zombie,monster,1,1,0,1,
race_demihuman,race_demihuman,race,1,1,0,1,
abil_dexterity_reaction_attacking_adjustment,Reaction/Attacking Adjustment,abil,1,1,0,1,
abil_dexterity_defensive_adjustment,Dexterity Defensive Adjustment,abil,1,1,0,1,
rule_revivification_limit,Lifetime Revivification Limit,rule,1,1,1,0,
race_human,race_human,race,1,1,0,1,
rule_rounds_and_segments,Rounds and Segments,rule,1,1,0,1,
